InstagramLink,AccountUsername,Date,ImageLabels,Caption,Likes,Comments,Hashtags
https://www.instagram.com/p/DNTa7VLtKgx/,humansofny,2025-08-13,img1 | img2 | img3 | img4 | img5,"“My name is Weam. It’s a beautiful name for me, because my mother gave it to me. She died of cancer when I was eight years old— so I love my name, because my mom loved it. It’s also perfect for me because it means ‘peace, love, and harmony.’ And everyone who meets me says that I’m positive energy shining everywhere. I’m a team leader for twenty-three pharmacists. ‘The pharma army,’ we call it. Ask anyone: we are the happiest team in the hospital. After we start our morning meeting, I’ll put on a bit of music for everyone. If they want to dance, they can dance. If they want to sing, they can sing. We are working 24 hours, seven days a week without stopping. They are under so much stress, all the time. There are always mass casualty incidents. And everyone in Gaza is living their own nightmare: with the bombings, the displacements, the hunger. So I’m just trying to make it easier for them. When I help others, it feels like I’m doing something right, that I’m still useful in this life. In Islam, if you speak a good word to someone else, it is also a good thing for you. So if someone smiles, and says: ‘Good job, you did it, you survived another day.’ This is a big deal for us. So I try to keep a smile from ear to ear. But on the inside, no. I am not happy at all. I haven’t slept for more than three hours since the war began. We are all screwed up in this world. Even if you are still alive in this moment, maybe in five minutes you will die. The smallest spark of light can be destroyed in the blink of an eye. How can anyone be happy when they are surrounded by so much death? But there is something that my mother said to me, right before she died. It’s the only memory that I have of her. She told me: ‘Weam, please keep that smile on your face. Because everyone loves your smile.’ So that’s what I’m trying to do. I’m trying. You will find that even when I’m crying, I am smiling.”",61455,1048,
https://www.instagram.com/p/DNRQju_uxpH/,humansofny,2025-08-12,img1 | img2 | img3,"“The shift started like any other. I was making my rounds when around 2 pm I heard a bombing; it sounded very close. My family lives relatively near the hospital. Usually, when a bombing is that close, I would call them immediately. But on that day I didn’t call. I don’t know why. Maybe I’d grown desensitized. But after an hour I began to notice that the nurses were acting shifty around me. I was summoned to a case in the emergency room, and as we were walking down the hallway, one of the nurses asked if I’d heard from my family. That’s when I knew. I started running to the ER. The first person I found was my father. He’d been in the explosion area; he was stunned. My sister was next to him, she was also in shock. I asked about my mother and the nurse told me that she was in the ICU. It wasn’t true. But that’s what he told me, so he could get me alone. The ICU is three floors up from the ER, so I immediately began running up the stairs. The nurse ran after me. We passed the first floor, the second floor, and then he stopped me forcefully. He told me: ‘I’m sorry. I didn’t know how to tell you. But your mother is deceased.’ I fell to the floor. And I can’t remember everything here, I was in shock. But they brought me to the forensics room and led me to a giant, white bag. I unzipped it. And I saw her face. She looked as good as alive. She had bled out through her legs, so her face was untouched. And I wanted so bad to kiss her in that moment. So I kissed her. And I began to hug her. But they pulled me away and they covered her again. I’m sorry. I’m sorry for the tears. But this is the first time I’ve talked to anyone about this. I have to be strong for my family. Especially because my father is a paraplegic now; it’s a lot of responsibility. I need to be the emotional sponge for everyone else. That’s my focus now: caring for my father, my siblings, my patients. I want to help other people, and be a good Muslim. It’s not that deep. I just have to believe that she’s in a better place. And if I fulfill my responsibilities, then we will meet again. It’s what I have to believe. It’s all the relief I can get.” (2/2)",97694,1883,
https://www.instagram.com/p/DNREb6rxfxO/,humansofny,2025-08-12,img1 | img2 | img3 | img4,"“We had one chance to leave Gaza, early in the war. At that time our lives had grown very difficult. We’d been displaced. We sat down and had a family discussion, and the consensus in the family was not to leave. We’d just learned that our house was still standing, so we thought: ‘We’re luckier than others.’ One month later the Philadelphi corridor was closed, and the option to leave was exhausted. But we still thought we would be OK. We thought the war would end soon, as we think now, as we thought a year ago, as we thought two years ago. And at least we were together. Our family has always been extremely close. I care for my patients, I care for my friends, but not the way I care for my family. Especially my mother. All people say that their mother is a saint, but she was actually a saint. She hated no one. She loved everyone. When I was a child she worked as a schoolteacher, and her school was next to mine, so in the mornings we would walk to school together. I don’t know why I remember this—but she’d always walk between me and the sun. So that I could stand in her shadow. It’s a simple memory, but it means a lot to me. I was always the most attached to her. Maybe everyone in our family feels the same way, but this is my feeling. I told jokes only for her, so that she would laugh. I specialized in medicine just to make her happy. I was a resilient teenager. I wanted to be a writer. But she confronted me. She told me: ‘Life on Earth is a short journey, and you should help people. Because we believe in God. And we believe there is more than just this life.’ Everything, all the things I have done, I have done to please her. And I let her down. I let her down. Because it was my decision. Three days before she was killed, I evacuated her to a safer place. And the safer place got bombed.” (1/2)",157540,3805,
https://www.instagram.com/p/DNOV-qQOdbN/,humansofny,2025-08-11,img1 | img2 | img3,"“When I entered Gaza the Israeli military had a rule: I was only allowed to bring in seven pounds of food. As I was weighing out protein bars, trying to get under the limit, I said to my husband: ‘How sinister is this?’ I’m a humanitarian aid worker. Why would there even be a limit on food? I’ve worked in many places with extreme hunger, but what’s so jarring in this context is how cruel it is, how deliberate. I was in Gaza for two months; there’s no way to describe the horror of what’s happening. And I say this as a pediatric ICU doctor who sees children die as part of my work. Among our own staff we have doctors and nurses who are trying to treat patients while hungry, exhausted. They’re living in tents. Some of them have lost fifteen, twenty members of their families. In the hospital there are kids maimed by airstrikes: missing arms, missing legs, third degree burns. Often there’s not enough pain medication. But the children are not screaming about the pain, they’re screaming: ‘I’m hungry! I’m hungry!” I hate to only focus on the kids, because nobody should be starving. But the kids, it just haunts you in a different way. When my two months were finished, I didn’t want to leave. It’s a feeling I haven’t experienced in nearly twenty years of humanitarian assignments. But I felt ashamed. Ashamed to leave my Palestinian colleagues, who were some of the most beautiful and compassionate people that I’ve ever met. I was ashamed as an American, as a human being, that we’ve been unable to stop something that is so clearly a genocide. I remember when our bus pulled out of the buffer zone. Out the window on one side I could see Rafah, which was nothing but rubble. On the other side was lush, green Israel. When we exited the gate, the first thing I saw was a group of Israeli soldiers, sitting at a table, eating lunch. I’ve never felt so nauseous seeing a table full of food.”",402646,10863,
https://www.instagram.com/p/DND3Ge-uqzK/,humansofny,2025-08-07,img1 | img2 | img3,"“We were young when we had her. I was twenty-three, the mother was twenty; we weren’t planning to have kids yet. I don’t want to say the relationship fell apart because of our daughter. It was mostly us. We were going through a stressful time: I’d just lost my mother, she’d just lost her grandmother. We were going through an eviction and had to move into a shelter. We just handled our stress in different ways. She dealt with it by wanting to be young and dumb and free. We were arguing about everything, and I’m not good at arguing. I don’t like confrontation. I get agitated, antsy. Every time there was an argument, I’d get so angry that I’d have to leave the facility to get some air. I’ve been that way since childhood. My mom and my dad were heavy addicts; they lost custody of me when I was four. I grew up in programs. I didn’t have nobody to show me affection. And it made me angry, I was an angry kid. I saw that other people had love, and understood it, and to be honest, I wasn’t okay with it. There are times where I still feel like that, sometimes even now as a father. But every time I look at her it goes away. It went away the moment she was born. When you held your first kid, did you see a glow around them? Did you ever see a glow? Because I saw a glow. And I felt it. It was like, holy shit.  I wanted to cry the first time I felt it, because I wasn’t sure what it was. I was confused. But as it gradually grew on me, I was like: OK, so this is what love is. And it felt beautiful. It made me want to be better. I don’t want my daughter seeing the side of me from when I was young and didn’t know how to cope with my anger. Right now I have her every day after school. There’s a counselor at her school: Mr. Gonzalez. I go to see him once, sometimes twice a week. He’s been very helpful. He’s teaching me how to cope with life, how to handle arguments with my baby’s mother. Now if she texts me twenty paragraphs about things that happened six years ago, I don’t fight back. I just don’t respond, until it’s time to get the baby.”",69026,495,
https://www.instagram.com/p/DN3ISOOXNdj/,stevemccurryofficial,2025-08-27,img1 | img2,"Happy Ganesh Chaturthi! 

This Hindu festival honors Lord Ganesha, the remover of obstacles and the god of wisdom and prosperity. Celebrated with immense devotion across India, families and communities install beautifully crafted idols of Ganesha in their homes and public spaces.

In this particular part of India, thousands of devotees from all over Mumbai come to immerse idols of Genesha in the Arabian Sea.

In the second picture, my camera happened to get immersed in water and the roll of film was damaged…but that’s another story!",33847,349,
https://www.instagram.com/p/DNytFSx5PJa/,stevemccurryofficial,2025-08-25,img1 | img2 | img3,"A few of the wonderful Tibetans I met on my travels in Eastern Tibet.

1st image: Monastery cook, Litang, 2001.
2nd image: Shoeshine Boy, Lhasa, 2000.
3rd image: Boy in Litang holds a Yak skull. 2005.",16641,167,
https://www.instagram.com/p/DNhbuS8yi-G/,stevemccurryofficial,2025-08-19,img1,"Celebrating World Photography Day, an Afghan man sits with his old box camera, used to take portraits on the street. Kabul, Afghanistan, 1992",45426,418,
https://www.instagram.com/p/DNY8-KhBf3t/,stevemccurryofficial,2025-08-15,img1,"Television Assembly line. Bangalore, India, 1996.",27650,231,
https://www.instagram.com/p/DNJnccBsc47/,stevemccurryofficial,2025-08-09,img1,"Barber shop, Bamiyan Province, Afghanistan, 2006.",13699,116,
https://www.instagram.com/p/DNDx_PIxcls/,stevemccurryofficial,2025-08-07,img1 | img2 | img3 | img4 | img5,"Remembering the great Italian photographer, Gianni Berengo Gardin, 1930-2025. A true master of photography whose work and spirit inspired us all. 

His legacy will continue to live on through his timeless images. Rest in peace.",35493,269,
https://www.instagram.com/p/DM6KtG3s8a9/,stevemccurryofficial,2025-08-03,img1,"A cat rests by a book and a sunny window in Karelia, 2012.",22651,171,
https://www.instagram.com/p/DM0ZQE5s66C/,stevemccurryofficial,2025-08-01,img1,"Young Tibetan nomad boy, 2005.",25539,338,
https://www.instagram.com/p/DMvtmmaxIuN/,stevemccurryofficial,2025-07-30,img1,"Bugti tribesmen partake in the intricate art of self-grooming. Dera Bugti, Balochistan, Pakistan, 1980.",33871,277,
https://www.instagram.com/p/DMiN6SaMZdX/,stevemccurryofficial,2025-07-25,img1,"A young girl is carrying a stone to her family’s home. I was moved by the expression on her face as she attempted to smile. Her father had asked her to bring the stone home from his workplace. 

Rajasthan, India, 2008.",22259,232,
https://www.instagram.com/p/DMWcJpUv270/,stevemccurryofficial,2025-07-21,img1,"This 2500-year-old temple in South India is one of the most stunning in the world! Meenakshi Amman Temple, Madurai, India, 2019.",35981,271,
https://www.instagram.com/p/DMQk2iqRE3k/,stevemccurryofficial,2025-07-18,img1,"These Kolkata laborers are joined in sleep next to a poster of Shiva immersed in his deep meditation or Yoga Nidra. India, 1996.",32396,270,
https://www.instagram.com/p/DMA3-QehimM/,stevemccurryofficial,2025-07-12,img1,"Two women huddled under an umbrella. Panjim, Goa, India, 1978.",41962,366,
https://www.instagram.com/p/DL8Po95h3ym/,stevemccurryofficial,2025-07-10,img1,"Girl stands in flood water, covered in duckweed, in front of her home, Java, Indonesia, 1983.",17055,171,
https://www.instagram.com/p/DLwx8o3xaXt/,stevemccurryofficial,2025-07-06,img1,"A pet dog tries to escape the monsoon floodwaters after his owner let him outside in Porbandar, India, 1983. After realizing he had nowhere to go, a bark signaled the homeowner to let him back inside.",34583,230,
https://www.instagram.com/p/DMJPU0rSXZS/,sonyalpha,2025-07-15,img1,"The new RX1R III is here and ready to fit snugly in the palm of your creative hands. This tiny-but-mighty, full-frame premium compact packs some serious power. With 61MP, a 35 mm full-frame Exmor R™ CMOS image sensor, the latest BIONZ XR™ image processing engine, and AI auto-focus - this little camera is ready to capture stunning imagery of everything you see, wherever you go. 

To be one of the very first to pre-order the highly anticipated RX1R III, visit our link in bio NOW. 

And in case you missed it, be sure to check out our short film “Look Again,” our ode to photography and New York City with the new camera in tow.",12226,487,SonyAlpha
https://www.instagram.com/p/DMIYC9hMO1o/,sonyalpha,2025-07-15,img1,"You thought this moment would never come… Think again. Meet the new RX1R III —  a follow-up to the cult classic, and a marvel of modern engineering. This impossibly small, full-frame camera has been carefully refined over a decade to become the ultimate premium compact camera. 📷

To celebrate its long-awaited arrival, we took to the streets of New York City, capturing a rekindled love of photography through the lens of the RX1R III. 

Our short film, “Look Again” stars @monaris_ and @DavidBurnettFoto who give us a glimpse into the joy of roaming the city with a camera that lets you lose yourself in the moment. 

Learn more about our new flagship full frame compact camera, the RX1R III, at our link in our stories + bio now.  

“Look Again”

Directed by: Emmett Sparling (@emmett_Sparling)

Starring: Monaris, Photographer & Sony Alpha Ambassador ( @monaris_ )

Starring: David Burnett, Photographer & Sony Artisan of Imagery, Founder of Contact Press Images 
( @davidburnettfoto )

Guest Appearance by: Wendy Nguyen (@wendyslookbook)",12065,471,SonyAlpha | ShotonSony
https://www.instagram.com/p/DN5YV4_jjLm/,sonyalpha,2025-08-28,img1,"“Shot this in under 10 minutes with the Sony FX3 and the Sony 24-50mm F2.8 G lens, during the Sony Kando Event in Phuket, Thailand, this year. 
Honestly, this combo can create such cinematic results!” - @umarnaq 👏👏 🥊",3990,35,SonyAlpha
